Tax parcel Number,Street Number,Street Name,Present Use,Historic Function,Historic Use,Date of const.,Dates of alteration,Style,No. of Stories,Construction method,Exterior material: historic 1,Exterior material: historic 2,Exterior material: present,Roof Type,Roof Material,Founda- tion Material,Additions,Porch location 1,Porch condition,Window condition,Overall integrity,Contri- buting,Endan- gered?,Distinctive features,Notes,Outbldg 1 type,Outbldg 1 date,Outbldg 1 construction method,Outbldg 1 distinctive features,Outbldg 2 type,Outbldg 2 date,Landscape features
86.4-1-19,10,Cedar Ridge,Single Family Residence,Domestic,Single Dwelling,1950,,Ranch,1,wood frame,wood shingle,,,cross-gable,asphalt,concrete block,,entrance,intact,intact,intact,Yes,No,multi-paned pic window; projecting front bay; attached 2-stall garage,,,,,,,,
86.4-1-22,12,Cedar Ridge,Single Family Residence,Domestic,Single Dwelling,1960,1970,Ranch,1,wood frame,brick veneer,comp clapbd,T-111,cross-gable,asphalt,concrete block,screen porch side ell w/carport underneath,,N/A,,intact,Yes,No,tuck-under garage; exposed basement w/brick veneer on foundation,,,,,,,,
86.4-1-22,14,Cedar Ridge,Single Family Residence,Domestic,Single Dwelling,1965,,Ranch,1,wood frame,brick veneer,wood clapbd,metal clapbd (partial),gable,asphalt,concrete block,,full front,intact,intact,intact,Yes,No,projecting bay w/front gable; 3-part pic window; massive brick endwall chimney; rear tuck-under garage; porch is a shallow roof overhang w/recessed door; foundation has brick veneer; very Italian treatment of property,,shed,c1990,wood frame,,,,brick & wrought iron fence across entire frontage w/2 sets of brick endpiers @ both entrances to circular driveway
86.4-1-28,103,Rte 208,Single Family Residence,Domestic,Single Dwelling,1950,,Undetermined,1,wood frame,wood clapbd,,metal clapbd,hipped,asphalt,concrete block,,entrance,altered,intact,altered,Yes,No,square footprint; porch is shed roof canopy w/supports (has been repaired),"VFW bldg is on this lot, but was blt in 1971 per office personnel",,,,,,,
86.4-1-30,123,Rte 208,Single Family Residence,Domestic,Single Dwelling,1954,,Ranch,1,wood frame,compos- ition clapbd,,vinyl clapbd,gable,asphalt,concrete block,,entrance,intact,replaced,altered,Yes,No,projecting center bay w/3-part pic window; large rear wall chimney; porch is roof overhang w/side support,,,,,,,,
86.4-1-31,125,Rte 208,Single Family Residence,Domestic,Single Dwelling,1950,1970,Ranch,1,wood frame,compos- ition clapbd,,vinyl clapbd,hipped,asphalt,concrete block,full front extension,,N/A,altered,altered,No,No,,,shed,c1990,wood frame,,,,
86.4-1-32,131,Rte 208,Multi-Family Residence,Domestic,Single Dwelling,1930,,Undetermined,2,wood frame,compos- ition clapbd,,brick w/stone inserts,hipped,asphalt,poured concrete,,,N/A,altered,altered,No,No,front vestibule; massive brick endwall chimney,all orig. architec. details covered or removed,shed,c1990,wood frame,particle board,,,
86.4-1-34,139,Rte 208,Single Family Residence,Domestic,Single Dwelling,1960,,Raised Ranch,1.5,wood frame,brick veneer,,,gable,asphalt,concrete block,,,N/A,intact,intact,Yes,No,,,garage,c1970,concrete block,,,,
86.4-1-35.100,144,Rte 208,Single Family Residence,Domestic,Single Dwelling,1948,1960,Cape,1,wood frame,wood clapbd,,vinyl clapbd,gable,asphalt,poured concrete,side ell & front extesion on orig. Cape w/tuck-under garage; front porch in between,entrance,intact,replaced,altered,Yes,No,Ranch style addition to Cape to provide a tuck-under garage,,garage,c1950,concrete block,gable,,,
86.4-1-36.200,136-138,Rte 208,Single Family Residence,Domestic,Single Dwelling,1948,,Cape,1,wood frame,wood clapbd,,metal clapbd,gable,asphalt,poured concrete,,entrance,intact,replaced,altered,Yes,No,tuck-under garage,,,,,,,,stone wall along steep driveway
86.4-1-37,132,Rte 208,Single Family Residence,Domestic,Single Dwelling,1930,,Cape,1,wood frame,wood clapbd,,,gable,asphalt,concrete block,"2 side ells, 1 w/tuck-under garage; the other is an entrance vestibule",,N/A,intact,intact,Yes,No,exposed basement @ front; tuck-under garage,,,,,,,,
86.4-1-38.100,130,Rte 208,Single Family Residence,Domestic,Single Dwelling,1960,,Ranch,1,wood frame,compos- ition clapbd,,,gable,asphalt,concrete block,,full front,intact,mixed,intact,Yes,No,,,garage,c2000,wood frame,"2-story, 2 double-stalls; front gable",,,
86.4-1-39,126,Rte 208,Single Family Residence,Domestic,Single Dwelling,1964,,Ranch,1,wood frame,brick veneer,wood clapbd,,gable,asphalt,concrete block,,2/3 front,intact,intact,intact,Yes,No,front bay w/gable roof; endwall chimney; 2 3-part pic windows; rear tuck-under garage;,,,,,,,,
86.4-1-41.120,120,Rte 208,Single Family Residence,Domestic,Single Dwelling,1955,1975  1990,Cape,1,wood frame,stucco,,,gable,asphalt,concrete block,1-story side ell; skylights,entrance,intact,replaced,altered,Yes,No,,,,,,,,,
86.4-1-42.2,124,Rte 208,Single Family Residence,Domestic,Single Dwelling,1937,,Cape,1.5,wood frame,wood clapbd,,,gable,asphalt,concrete block,,entrance,intact,intact,intact,Yes,No,3 bay; center entrance; broken eave dormers; rear shed roof ell w/1-story lean-to; porch is a gable canopy w/barrel vault & 2 sq. columns; foundation is painted,,barn,c1900,wood frame,wood novelty siding; sliding door intact,,,pergola in yard
86.4-1-8,17,Cedar Ridge,Single Family Residence,Domestic,Single Dwelling,1950,,Ranch,1,wood frame,stone veneer,comp clapbd,,gable,asphalt,concrete block,,,N/A,intact,intact,Yes,No,"2 projecting bays on both ends, 1 has 1-stall gattached garage",,shed,c1990,wood frame,"prefab, gambrel roof",,,
86.4-2-1,120,Rte 32 South,Single Family Residence,Domestic,Single Dwelling,1946,,Cape or Ranch,1,wood frame,brick veneer,,,gable,asphalt,poured concrete,,entrance,intact,intact,intact,Yes,No,proj. bay w/front gable w//wood clapbd in gable ends; side ell w/gable roof & gable dormer; rear tuck-under garage; front porch w/brick piers & Doric columns; side porch; dormers fr. & rear; 6-over-6 windows,NOTABLE for type,shed,c1970,wood frame,,,,
86.4-2-10,183,Rte 32 South,Single Family Residence,Domestic,Single Dwelling,1939,1950  1980,Craftsman Cottage,1,wood frame,wood clapbd,,,front gable,asphalt,concrete block,rear ell; deck off rear,full front,enclosed,intact,intact,Yes,No,3 bay; brick endwall chimney,,,,,,,,
86.4-2-12,211,Rte 32 South,Single Family Residence,Domestic,Single Dwelling,1800,,Undetermined,2,wood frame,wood clapbd,,,front gable,asphalt,stone,,1/2 front,intact-Enc,intact,intact,Yes,No,"Upright & wing; exp'd rafter ends; on corner lot/porches both st. fronts; porch facing Rte 32 is intact w/sq. columns, shed roof, sq.spindled facia; side ""Wing"" porch has been glazed/enclosed; conc. overlay on foundation; conc. bl. chimney added to front","NOTABLE; A.E. Jansen farm ""Maid's House"" per doc.@ Elting Library",barn,c1880,wood frame,wood novelty & vertical wood bds; hay door; poor condition (patched),,,
86.4-2-14.200,73,Jansen Rd,Single Family Residence,Domestic,Single Dwelling,1900,1920  2003,Classical Revival,2,wood frame,wood clapbd,,metal clapbd,front gable,asphalt,stone,sm. rear 1-story shed roof ext. w/conc. bl. foundation; rear gable roof addition w/stone found. (in progress),full front,intact-Enc,intact,intact,Yes,No,3 bay; side entrance,NOTABLE,garage,c1990,wood frame,double stall,outbldg,c1920,
86.4-2-16,60,Jansen Rd,Single Family Residence,Domestic,Single Dwelling,1900,1930,Classical Revival,2,wood frame,wood clapbd,,vinyl clapbd,front gable,asphalt,stone,rear lean-to,full front,altered,intact,altered,Yes,No,2-story full front porch w/metal poles now supporting roof; 2-story rear ell; round arched attic windows w/2-over-2 sashes,,barn,c1970,wood frame,concr. bl. foundation,outbldg,c1930,2 late 20th cent. sheds behind outbldg
86.4-2-18,68,Jansen Rd,Single Family Residence,Domestic,Animal Facility,1800,1950  1982,Federal,1,wood frame,wood clapbd,,vinyl clapbd,gable,asphalt,und,side porch/shed roof extension,side,intact,altered,altered,Yes,No,this bldg appears to have been converted from a farm outbuilding to residential use w/new windows & door; o.h. 1-stall garage door,,shed,c1990,wood frame,vinyl clapbd,,,
86.4-2-2,122,Rte 32 South,Single Family Residence,Domestic,Single Dwelling,1850,1943  1970,Greek Revival,1.5,wood frame,wood clapbd,,wood shingles,gable,asphalt,brick,1-story side entrance vestibue w/conc. bl. foundation & gable roof; 1.5-story side ell w/massive endwall brick chimney & front 1-story lean-to,,N/A,intact,altered,Yes,No,3 bay; side passage; massive cornice w/wrap to sides; 4-part molded header on entrance door surround w/transom & side lights; 3 horiz. attic windows w/in cornice; endwall chimney; stone entrance steps,NOTABLE: associated w/Morrell Apple Cooler,garage,c1920,wood frame,"gable; wood novelty on sides, wood shakes on front; exposed rafter ends",farm stand,c1940,apple orchards & farm fields surround; 3.2 acres
86.4-2-23.100,214,Rte 32 South,Single Family Residence,Domestic,Single Dwelling,1887,1915,Queen Anne,2,wood frame,wood clapbd,wood shingle,,cross-gable,asphalt,stone,cobblestone facing on part of stone foundation,full front,intact-alt,intact,intact,Yes,No,"Porte cochere tied into ff porch; proj. gabled fr. bay; decor. shingles in gable ends/window panelse; 2 2-story bay windows roofed w/fishscale shingles, s.sawn brackets; 1st fl. windows w/leaded gls transoms; cobblestone veneer f.f. & porch; attic windows",NOTABLE - A.E. Jansen farm 1887 date on file at Elting Lib.,barn,c1888,wood frame,small 1-story; endangered by hole in roof,shed,c1915,
86.4-2-23.200,,Rte 32 South,Barn/Farm,Agriculture,Agricultural Storage,1890,,Undetermined,2,wood frame,wood novelty siding,,,cross-gable,metal,stone,,,,und,intact,Yes,No,huge 2-story barn; cupola; brick chimney on no. side; 4-story sq. attached bldg w/flat roof,NOTABLE BARN - former A.E. Jansen farm; associated w/#214 Rte 32 So; 1st barn burned in 1889 per docum. @ Elting Lib,ice house,c1890,wood frame,,apple storage house,c1890,very old Oak tree; apple orchards surround
86.4-2-26.100,131-133,South Putt Corners Rd,Single Family Residence,Domestic,Single Dwelling,1880,1940,Greek Revival,2,wood frame,wood clapbd,,asbestos shingles,gable,asphalt,stone,2-story side ell w/4 bays incl. 3 garage stalls; living space above; conc. bl. foundation,entrance,intact,replaced,altered,Yes,No,3 bay; side passage; massive endwall chimney; entrance porch has been added;,NOTABLE; former horse farm per renter; 4 outbldgs,barn,c1880,wood frame,front gable; 2-story; shed-roof lean-to; wood novelty siding,outbldg (3): granery/crib & privy,1880 - 1930,farm landscape
86.4-2-28,,South Putt Corners Rd,vacant,Agriculture,Animal Facility,1880,,Undetermined,2,wood frame,wood novelty siding,wood clapbd,,gable,lock-tab asphalt,none,1.5-story side lean-to up to 2nd story eave of barn,,N/A,,intact,Yes,Yes,endangered due to being open to elements; interior altered w/office created,NOTABLE,barn,c1910,wood frame,front gable; asphalt shingles;endanged by being open to the elements,,,
86.4-2-29,83,South Putt Corners Rd,Industrial,Industry,mfg facility,1960,,Modern,1,concrete block,stucco & concrete block,,,flat,und,poured concrete & block,rear lean-to loading dock/ware- house,,N/A,intact,intact,Yes,No,horizontal massing w/floor to ceiling vertical windows,,dog house,,wood frame,,,,
86.4-2-3.113,141-163,Rte 32 South,Single Family Residence,Agriculture,Agricultural Storage,1940,1960,Ranch,1,wood frame,wood novelty siding,,,gable,asphalt,concrete block,converted to resid. use,entrance,altered,altered,altered,Yes,Yes,Moriello Apple Cooler Property,SEE other entries for this tax parcel,,,,,,,
86.4-2-3.113,,Rte 32 South,Barn,Agriculture,Agricultural Storage,1880,,Undetermined,2,wood frame,wood novelty siding,,,gable,asphalt,stone,1-story lean-to,,N/A,intact,intact,Yes,Yes,early barn,SEE other entries for this tax parcel,,,,,,,
86.4-2-3.115,170,Rte 32 South,Multi-Family Residence,Domestic,Single Dwelling,1870,1900,Gothic Revival,2,wood frame,wood clapbd,,,front gable,asphalt,stone,roof on wing raised or entire wing section added later,full front,intact,intact,intact,Yes,No,"Upright & wing; flared eaves; wide cornice; transom over front door; fr, attic window w/gabled header; endwall chimney; louvered blinds on false window in attic; porch in 2 sections 1 w/scroll sawn braces, 2nd w/sq. columns; articulated window surrounds",NOTABLE / ARCHITECT,barn,c1880,wood frame,1.5-story; wood novelty siding; gable; endangered (falling down),,,
86.4-2-3.115,141-163,Rte 32 South,Multi-Family Residence,Agriculture,Agricultural Storage,1900,1970,Undetermined,1,wood frame,wood novelty siding,,,gable,asphalt,stone,rear lean-tos,,N/A,altered,altered,Yes,Yes,1-story barn converted to resid. use; 2 cupolas,SEE other entries for this tax parcel,,,,,,,
86.4-2-3.115,141-163,Rte 32 South,Single Family Residence,Domestic,Single Dwelling,1915,,Craftsman Cottage,1.5,wood frame,wood clapbd,,,gable,asphalt,stone,,,N/A,intact,intact,Yes,Yes,broken eave dormers; 6-over-1 windows,SEE other entries for this tax parcel,,,,,,,
86.4-2-3.115,181,Rte 32 South,Single Family Residence,Domestic,Single Dwelling,1890,1915  1960,Bungalow,1,wood frame,wood clapbd,,vinyl clapbd,gable,ssm,stone,side extension entire depth of bldg; rear 1-story lean-to; both w/conc. bl. found.,full front,enclosed,replaced,altered,Yes,No,remodeled into Bungalow style in c1915,moved to this site in 1996; all orig. architectural features have been covered over or removed; owned by Morrielo Apple Cooler,,,,,,,surrounded by apple orchards & farm fields
86.4-2-3.115,141-163,Rte 32 South,Barn,Agriculture,Agricultural Storage,1910,,Undetermined,2,wood frame,wood novelty siding,,,gable,ssm,stone,,,N/A,intact,intact,Yes,Yes,early barn,Morrielo Apple Cooler; SEE other entries for this tax parcel,,,,,,,
86.4-2-3.115,141-163,Rte 32 South,Single Family Residence,Domestic,Secondary Structure,1920,,Classical Revival,1,brick,brick veneer,,,hipped,asphalt,brick,rear lean-to,,N/A,mixed,altered,Yes,Yes,garage converted to dwelling unit; square footprint; garage door infilled; arched window openings,Morrielo Apple Cooler; SEE other entries for this tax parcel,,,,,,,
86.4-2-3.115,141-163,Rte 32 South,Commercial,Agriculture,Agricultural Storage,1920,,Undetermined,1,wood frame,wood novelty siding,,,shed,asphalt,concrete block,,,N/A,intact,intact,Yes,Yes,2 bay machine shed w/center doorway,Morrielo Apple Cooler; SEE other entries for this tax parcel,,,,,,,
86.4-2-3.115,141-163,Rte 32 South,Commercial,Agriculture,Agricultural Storage,1950,1960,Undetermined,2,concrete block,concrete block,,,flat,und,concrete block,,,N/A,intact,intact,Yes,Yes,"massive warehouse w/loading docks, located near road",Morrielo Apple Cooler; SEE other entries for this tax parcel,,,,,,,
86.4-2-3.115,141-163,Rte 32 South,Single Family Residence (2),Domestic,Single Dwelling,1970,,Mobile Home,1,metal frame,metal,,,,,,,,,,intact,No,No,mobile homes placed on site for workers,Morrielo Apple Cooler; SEE other entries for this tax parcel,,,,,,,
86.4-2-3.115,141-163,Rte 32 South,Commercial,Agriculture,Agricultural Storage,1930,,Undetermined,1,concrete block,concrete block,,,,asphalt,concrete block,,,N/A,,intact,Yes,Yes,garage and warehouse structure,Morrielo Apple Cooler; SEE other entries for this tax parcel,,,,,,,
86.4-2-33,80,Jansen Rd,Single Family Residence,Domestic,Single Dwelling,1890,1920  1940,Undetermined,2,wood frame,wood clapbd,,asbestos shingles,front gable,asphalt,stone,"massive brick chimney on f.f.; lean-to additions on 2 sides (2-story extension of roof, 1-story side ell); rear 1-story gable roof ell w/lean to",,N/A,intact,altered,Yes,No,articulated window surrounds,NOTABLE FARM; bldg has been added onto several time obscuring orig. arch. features & orientation of house,barn,c1890,wood frame,2-story; wood novelty siding; rear 1-story flat roof shed ext.; side lean-to w/lean-to on it,garage/outbldg,c1920,fenced pasture area w/round wood posts & old sq. wire fencing
86.4-2-6,23,Jansen Rd,Single Family Residence,Domestic,Single Dwelling,1800,1880  1910 & later,Gothic Revival,2,wood frame,wood clapbd,,,front gable,asphalt & ssm,stone,"porch reb,t/restored; rear lean-to off wing; basement-level side lean-to",wrap,altered,replaced,intact,Yes,No,Upright & wing (2-story wind); articulated window & door surrounds; stick work in gable end; louvered window blinds; 2 brick chimneys in front gable section; 2 sm. dormers on wing w/steep gable roofs w/half-circle decor in gables,"NOTABLE; ""Bertha Jansen House"" blt in ~5 phases; previously E. Elting farm on 1876 map",barn,c1800,wood frame,"wood novelty siding; stone foundation w/conc. overlay; 1-story, 3-sided front addition; 2-story long side ell w/ssm roof & 2 brick chimneys; owner reroofed in 2003",outbldg,c1880,single mature elm reportedly 1 of only 2 remaining elms in Town of NP
86.4-2-9,185,Rte 32 South,Single Family Residence,Domestic,Single Dwelling,1950,,Ranch,1,wood frame,brick veneer,,,gable,asphalt,concrete block,,,N/A,intact,intact,Yes,No,brick endwall chimney,ON SAME PROPERTY AS #187 Rte 32 So,,,,,,,
